,jobClassification,state,teaser,workType,salary_string,isRightToWorkRequired,desktopAdTemplate,Python,SQL,R,Tableau,SAS,Matlab,Hadoop,Spark,Java,Scala,recruiter,workType_encoded,jobClassification_encoded,state_encoded
1105,4.0,6,"['seek', 'scientist', 'data', 'comput', 'scienc', 'background', 'physic', 'scienc', 'focu', 'key', 'member', 'team']",2,"(97237.0, 109528.0)",0,[],1,0,0,0,0,0,0,0,0,0,0,2,4.0,6
1106,4.0,6,"['seek', 'softwar', 'engin', 'data', 'scientist', 'excel', 'softwar', 'engin', 'abil']",2,"(97237.0, 109528.0)",0,[],1,0,0,0,0,0,0,0,0,0,0,2,4.0,6
1116,0.0,6,"['melbourn', 'cbd', 'data', 'scientist', 'senior', 'product', 'base', 'compani', 'iot']",2,"(100000.0, 150000.0)",1,"['softwar', 'develop', 'data', 'scienc', 'melbourn', 'cbd', 'data', 'scientist', 'softwar', 'develop', 'senior', 'product', 'base', 'compani', 'iot', 'machin', 'learningar', 'passion', 'data', 'scienc', 'softwar', 'develop', 'might', 'role', 'hybrid', 'role', 'youll', 'work', 'data', 'scientist', 'still', 'need', 'softwar', 'develop', 'hand', 'get', 'theyr', 'someon', 'extrem', 'technic', 'passion', 'technolog', 'will', 'go', 'extra', 'mile', 'dont', 'stakehold', 'manag', 'want', 'passion', 'softwar', 'develop', 'data', 'scienc', 'havesolid', 'experi', 'softwar', 'develop', 'python', 'java', 'r', 'passion', 'softwar', 'develop', 'data', 'scienc', 'preferr', 'experi', 'work', 'research', 'fellow', 'phd', 'interest', 'pleas', 'drop', 'short', 'paragraph', 'project', 'youv', 'work', 'well', 'resum', 'sunkangdaxtraopusrscomau', 'sun', 'kang', 'sunkangdaxtraopusrscomau']",1,0,1,0,0,0,0,0,1,0,1,2,0.0,6
1125,0.0,7,"['get', 'involv', 'new', 'huge', 'data', 'project', 'work', 'within', 'agil', 'team', 'sourc', 'data', 'insight', 'great', 'compani', 'stabl', 'contract']",1,"(0.0, 590.9)",0,[],0,1,0,0,0,0,0,0,0,0,1,1,0.0,7
1138,0.0,3,"['fantast', 'role', 'join', 'core', 'data', 'scienc', 'team', 'work', 'analyt', 'enhanc', 'oper', 'outcom', 'custom', 'experi']",2,"(125000.0, 130000.0)",1,"['data', 'scientist', 'perman', 'opportun', 'brisban', 'cbd', 'base', 'deliv', 'analyt', 'use', 'advanc', 'techniqu', 'machin', 'learn', 'ai', 'uniqu', 'opportun', 'within', 'enterpris', 'marketlead', 'role', 'work', 'major', 'enterpris', 'organis', 'join', 'core', 'data', 'scienc', 'team', 'work', 'latest', 'greatest', 'technolog', 'task', 'deliv', 'descript', 'predict', 'prescript', 'analyt', 'use', 'techniqu', 'advanc', 'analyt', 'machin', 'learn', 'optimis', 'ai', 'uniqu', 'opportun', 'join', 'market', 'lead', 'icon', 'australian', 'brand', 'technic', 'skill', 'bring', 'energi', 'passion', 'highperform', 'analyt', 'team', 'focu', 'analysi', 'provid', 'capabl', 'make', 'smarter', 'decis', 'deliv', 'better', 'product', 'servic', 'improv', 'custom', 'experi', 'cx', 'key', 'account', 'engag', 'busi', 'identifi', 'complex', 'datal', 'problem', 'need', 'solv', 'conduct', 'analysi', 'discov', 'root', 'caus', 'provid', 'action', 'insight', 'decis', 'maker', 'design', 'develop', 'machin', 'learn', 'ai', 'system', 'drive', 'busi', 'valu', 'custom', 'experi', 'identifi', 'opportun', 'activ', 'achiev', 'revenu', 'growth', 'contribut', 'develop', 'custom', 'solut', 'contribut', 'formul', 'strateg', 'busi', 'plan', 'proactiv', 'provid', 'insight', 'improv', 'product', 'channel', 'custom', 'experi', 'undertak', 'detail', 'analysi', 'provid', 'insight', 'busi', 'perform', 'core', 'capabl', 'abil', 'design', 'build', 'maintain', 'machin', 'learn', 'ai', 'system', 'abil', 'work', 'terabyt', 'scale', 'data', 'set', 'structur', 'unstructur', 'abil', 'solv', 'complex', 'challeng', 'uncertain', 'problem', 'use', 'superior', 'analyt', 'skill', 'abil', 'understand', 'busi', 'process', 'identifi', 'improv', 'opportun', 'abil', 'drive', 'innov', 'chang', 'skill', 'experi', 'ideal', 'possess', 'bachelor', 'master', 'degre', 'quantit', 'field', 'equival', 'experi', 'datasci', 'focuss', 'role', 'proven', 'build', 'implement', 'machin', 'learn', 'ai', 'system', 'deep', 'understand', 'sql', 'python', 'r', 'scala', 'experi', 'data', 'scienc', 'platform', 'eg', 'databr', 'aw', 'sagemak', 'rstudio', 'jupyt', 'notebook', 'experi', 'aw', 'technolog', 'essenti', 'strong', 'databas', 'experi', 'eg', 'teradata', 'ms', 'sql', 'aw', 'redshift', 'devop', 'task', 'like', 'git', 'cicd', 'docker', 'kubernet', 'api', 'consumpt', 'develop', 'inform', 'pleas', 'call', 'lewi', 'westerman', 'uu', 'quot', 'refer', 'number', 'altern', 'submit', 'applic', 'pleas', 'click', 'pleas', 'submit', 'resum', 'word', 'format']",1,1,1,0,0,0,0,0,0,1,1,2,0.0,3
1141,0.0,1,"['fantast', 'role', 'join', 'core', 'data', 'scienc', 'team', 'work', 'analyt', 'enhanc', 'oper', 'outcom', 'custom', 'experi']",2,"(125000.0, 130000.0)",1,"['data', 'scientist', 'perman', 'opportun', 'brisban', 'cbd', 'base', 'deliv', 'analyt', 'use', 'advanc', 'techniqu', 'machin', 'learn', 'ai', 'uniqu', 'opportun', 'within', 'enterpris', 'marketlead', 'role', 'pleas', 'note', 'brisban', 'base', 'role', 'work', 'major', 'enterpris', 'organis', 'join', 'core', 'data', 'scienc', 'team', 'work', 'latest', 'greatest', 'technolog', 'task', 'deliv', 'descript', 'predict', 'prescript', 'analyt', 'use', 'techniqu', 'advanc', 'analyt', 'machin', 'learn', 'optimis', 'ai', 'uniqu', 'opportun', 'join', 'market', 'lead', 'icon', 'australian', 'brand', 'technic', 'skill', 'bring', 'energi', 'passion', 'highperform', 'analyt', 'team', 'focu', 'analysi', 'provid', 'capabl', 'make', 'smarter', 'decis', 'deliv', 'better', 'product', 'servic', 'improv', 'custom', 'experi', 'cx', 'key', 'account', 'engag', 'busi', 'identifi', 'complex', 'datal', 'problem', 'need', 'solv', 'conduct', 'analysi', 'discov', 'root', 'caus', 'provid', 'action', 'insight', 'decis', 'maker', 'design', 'develop', 'machin', 'learn', 'ai', 'system', 'drive', 'busi', 'valu', 'custom', 'experi', 'identifi', 'opportun', 'activ', 'achiev', 'revenu', 'growth', 'contribut', 'develop', 'custom', 'solut', 'contribut', 'formul', 'strateg', 'busi', 'plan', 'proactiv', 'provid', 'insight', 'improv', 'product', 'channel', 'custom', 'experi', 'undertak', 'detail', 'analysi', 'provid', 'insight', 'busi', 'perform', 'core', 'capabl', 'abil', 'design', 'build', 'maintain', 'machin', 'learn', 'ai', 'system', 'abil', 'work', 'terabyt', 'scale', 'data', 'set', 'structur', 'unstructur', 'abil', 'solv', 'complex', 'challeng', 'uncertain', 'problem', 'use', 'superior', 'analyt', 'skill', 'abil', 'understand', 'busi', 'process', 'identifi', 'improv', 'opportun', 'abil', 'drive', 'innov', 'chang', 'skill', 'experi', 'ideal', 'possess', 'bachelor', 'master', 'degre', 'quantit', 'field', 'equival', 'experi', 'datasci', 'focuss', 'role', 'proven', 'build', 'implement', 'machin', 'learn', 'ai', 'system', 'deep', 'understand', 'sql', 'python', 'r', 'scala', 'experi', 'data', 'scienc', 'platform', 'eg', 'databr', 'aw', 'sagemak', 'rstudio', 'jupyt', 'notebook', 'experi', 'aw', 'technolog', 'essenti', 'strong', 'databas', 'experi', 'eg', 'teradata', 'ms', 'sql', 'aw', 'redshift', 'devop', 'task', 'like', 'git', 'cicd', 'docker', 'kubernet', 'api', 'consumpt', 'develop', 'inform', 'pleas', 'call', 'lewi', 'westerman', 'uu', 'quot', 'refer', 'number', 'altern', 'submit', 'applic', 'pleas', 'click', 'pleas', 'submit', 'resum', 'word', 'format']",1,1,1,0,0,0,0,0,0,1,1,2,0.0,1
1152,2.0,1,"['growth', 'area', 'within', 'enterpris', 'invest', 'bank', 'requir', 'technic', 'lead', 'drive', 'advanc', 'analyt', 'solut', 'deploy', 'machin', 'learn']",2,"(165000.0, 1750000.0)",0,"['technic', 'lead', 'data', 'scientist', 'technic', 'lead', 'data', 'scientist', 'predict', 'analyticsml', 'model', 'implementationtalenza', 'engag', 'asx', 'top', 'list', 'financi', 'servic', 'organ', 'quest', 'strong', 'analyt', 'profession', 'sit', 'within', 'busi', 'core', 'bank', 'departmentyour', 'focu', 'drive', 'strateg', 'project', 'eg', 'predict', 'analyt', 'solut', 'statist', 'data', 'analysi', 'youll', 'enabl', 'team', 'consult', 'stakehold', 'understand', 'requir', 'help', 'make', 'better', 'datadriven', 'decis', 'optimis', 'busi', 'answer', 'question', 'solv', 'complex', 'challengesth', 'role', 'technic', 'lead', 'natur', 'manag', 'responsabilit', 'option', 'way', 'structur', 'form', 'core', 'focu', 'drive', 'strateg', 'project', 'eg', 'predict', 'analyt', 'solut', 'statist', 'data', 'analysi', 'youll', 'enabl', 'team', 'consult', 'stakehold', 'understand', 'requir', 'help', 'make', 'better', 'datadriven', 'decis', 'optimis', 'busi', 'answer', 'question', 'solv', 'complex', 'challeng', 'youll', 'take', 'innov', 'approach', 'track', 'complex', 'data', 'integr', 'issu', 'evalu', 'differ', 'algorithm', 'approach', 'deploy', 'solut', 'solv', 'problem', 'previou', 'experi', 'manag', 'develop', 'direct', 'report', 'surround', 'team', 'highli', 'desir', 'within', 'roletechn', 'requir', 'year', 'experi', 'work', 'within', 'advanc', 'analyt', 'year', 'experi', 'deploy', 'supervisedunsupervis', 'machin', 'learn', 'model', 'strong', 'sqlrpython', 'program', 'skill', 'big', 'data', 'work', 'experi', 'hadoopspark', 'desir', 'requir', 'data', 'visualtis', 'tool', 'tableaupowerbi', 'desir', 'requiredthi', 'fastpac', 'high', 'perform', 'area', 'busi', 'search', 'sydney', 'top', 'profession', 'take', 'challengeif', 'catch', 'eye', 'pleas', 'send', 'updat', 'resum', 'start', 'convers', 'wwwtalenzacomau']",1,1,1,1,0,0,1,1,0,0,1,2,2.0,1
1157,2.0,6,"['opportun', 'form', 'part', 'awesom', 'team', 'play', 'crucial', 'role', 'transform', 'data', 'analyt', 'landscap']",2,"(135000.0, 150000.0)",0,"['data', 'scienc', 'consult', 'data', 'scientist', 'collabor', 'busi', 'stakehold', 'discoveri', 'activ', 'deliv', 'advanc', 'analyt', 'insight', 'improv', 'custom', 'experi', 'add', 'sharehold', 'valu', 'work', 'within', 'cross', 'function', 'experi', 'team', 'conduct', 'experi', 'use', 'advanc', 'analyt', 'machin', 'learn', 'techniqu', 'discov', 'action', 'insight', 'provid', 'insight', 'appli', 'rigor', 'data', 'scienc', 'methodolog', 'develop', 'statist', 'mathemat', 'model', 'also', 'chanc', 'involv', 'excit', 'advanc', 'artifici', 'intellig', 'machin', 'learn', 'innovationwhat', 'youll', 'doingdevelop', 'test', 'implement', 'statist', 'mathemat', 'model', 'use', 'varieti', 'rigor', 'techniqu', 'across', 'multipl', 'busi', 'line', 'support', 'test', 'develop', 'machin', 'learn', 'artifici', 'intellig', 'capabl', 'across', 'enterpris', 'support', 'wider', 'data', 'scienc', 'commun', 'includ', 'segment', 'framework', 'lifecycl', 'event', 'trigger', 'predict', 'model', 'advanc', 'analyt', 'present', 'insight', 'learn', 'clear', 'way', 'execut', 'support', 'team', 'deliv', 'strateg', 'agenda', 'bring', 'post', 'graduat', 'degre', 'statist', 'mathemat', 'comput', 'scienc', 'similar', 'industri', 'experi', 'background', 'statist', 'analysi', 'model', 'techniqu', 'larg', 'data', 'set', 'proven', 'capabl', 'construct', 'valid', 'implement', 'model', 'your', 'comfort', 'develop', 'code', 'perform', 'analysi', 'use', 'common', 'tool', 'r', 'python', 'abil', 'build', 'appropri', 'model', 'scratch', 'justifi', 'method', 'scienc', 'use', 'abil', 'explain', 'simpli', 'complex', 'model', 'work', 'use', 'real', 'world', 'achiev', 'desir', 'busi', 'outcom', 'open', 'new', 'way', 'think', 'work', 'requir', 'expertis', 'follow', 'disciplinespredict', 'model', 'featur', 'engin', 'text', 'mine', 'sentiment', 'analyt', 'machin', 'learn', 'requir', 'technic', 'skillshadoop', 'mapreduc', 'hive', 'pig', 'spark', 'r', 'python', 'strong', 'sql', 'skill', 'desir', 'skill', 'experiencemicro', 'servic', 'develop', 'api', 'develop', 'visualis', 'product', 'nosql', 'technolog', 'incl', 'hbase', 'appli', 'great', 'opportun', 'join', 'award', 'win', 'compani', 'goe', 'strength', 'strength', 'believ', 'role', 'pleas', 'appli', 'send', 'cv', 'via', 'big', 'button', 'contact', 'geraint', 'confidenti', 'discuss', 'geraintcooperxpandcomau', 'geraint', 'cooper', 'wwwwelovesaltcom', 'wwwxpandcomau']",1,1,1,0,0,0,1,1,0,0,1,2,2.0,6
1159,2.0,7,"['seek', 'data', 'scientist', 'join', 'curtin', 'institut', 'comput', 'cic', 'curtin', 'open', 'knowledg', 'initi', 'coki']",2,"(100226.0, 106884.0)",1,[],1,1,0,0,0,0,0,0,0,0,0,2,2.0,7
1160,3.0,7,"['seek', 'data', 'scientist', 'join', 'curtin', 'institut', 'comput', 'cic', 'curtin', 'open', 'knowledg', 'initi', 'coki']",2,"(100226.0, 106884.0)",1,[],1,1,0,0,0,0,0,0,0,0,0,2,3.0,7
1161,2.0,6,"['explor', 'variou', 'busi', 'problem', 'use', 'variou', 'data', 'analyt', 'data', 'scienc', 'techniqu', 'deliv', 'innov', 'solut']",2,"(105000.0, 118000.0)",0,"['data', 'analyt', 'recruit', 'solut', 'data', 'scientist', 'melbourn', 'cbd', 'base', 'enjoy', 'competit', 'leav', 'superannu', 'benefit', 'explor', 'excit', 'machin', 'learn', 'techniqu', 'icon', 'establish', 'current', 'seek', 'senior', 'analystdata', 'scientist', 'perman', 'opportun', 'provid', 'highqual', 'bestfit', 'model', 'solut', 'solid', 'statist', 'model', 'build', 'skill', 'experi', 'excit', 'mix', 'creativ', 'innov', 'within', 'framework', 'challeng', 'object', 'passion', 'deliv', 'best', 'role', 'handson', 'consult', 'within', 'busi', 'look', 'individu', 'curiou', 'inquisit', 'mind', 'look', 'step', 'posit', 'explor', 'creat', 'impact', 'key', 'respons', 'develop', 'implement', 'statist', 'model', 'base', 'busi', 'requir', 'prepar', 'present', 'insight', 'report', 'key', 'stakehold', 'guid', 'coach', 'junior', 'analyst', 'provid', 'recommend', 'across', 'multipl', 'aspect', 'sourc', 'data', 'method', 'use', 'extract', 'transform', 'data', 'use', 'analysi', 'visual', 'statist', 'model', 'activ', 'particip', 'knowledg', 'share', 'wide', 'rang', 'stakehold', 'skill', 'requir', 'tertiari', 'qualificationphd', 'quantit', 'disciplin', 'mathemat', 'statist', 'oper', 'research', 'addit', 'qualif', 'highli', 'regard', 'strong', 'problemsolv', 'organ', 'coordin', 'skill', 'advanc', 'skill', 'sql', 'inquisit', 'mind', 'passion', 'deriv', 'insight', 'data', 'perfect', 'opportun', 'focu', 'customercentr', 'problem', 'solut', 'impact', 'widerscal', 'discuss', 'role', 'detail', 'pleas', 'call', 'corrin', 'click', 'appli', 'today', 'import', 'submit', 'email', 'address', 'person', 'inform', 'appli', 'job', 'consent', 'inform', 'collect', 'held', 'use', 'disclos', 'accord', 'collect', 'notic', 'privaci', 'polici', 'httpwwwbluefinresourcescomauprivacypolici', 'wwwbluefinresourcescomau']",0,1,0,0,0,0,0,0,0,0,1,2,2.0,6
1166,0.0,1,"['machin', 'learn', 'big', 'data', 'cyber', 'secur', 'hadoop', 'kafka', 'spark', 'global', 'compani']",2,"(130000.0, 180000.0)",0,"['data', 'scientist', 'candid', 'indepth', 'knowledg', 'expertis', 'across', 'wide', 'rang', 'data', 'scienc', 'analyt', 'techniqu', 'provid', 'influenc', 'leadership', 'adapt', 'skill', 'realm', 'advanc', 'secur', 'servic', 'includ', 'limit', 'domain', 'cyber', 'secur', 'skillsexperi', 'extens', 'knowledg', 'experi', 'machin', 'learn', 'techniqu', 'abil', 'implement', 'big', 'data', 'platform', 'extens', 'knowledg', 'experi', 'work', 'big', 'data', 'platform', 'hadoop', 'hdf', 'kafka', 'spark', 'sparkml', 'spark', 'stream', 'extens', 'knowledg', 'experi', 'prototyp', 'develop', 'use', 'scala', 'java', 'python', 'r', 'experi', 'knowledg', 'secur', 'cyber', 'telemetri', 'log', 'feed', 'intellig', 'platform', 'experi', 'work', 'complex', 'technic', 'develop', 'integr', 'environ', 'extens', 'knowledg', 'leverag', 'data', 'scienc', 'skill', 'find', 'innov', 'approach', 'problem', 'experi', 'linux', 'system', 'administr', 'linux', 'system', 'troubleshoot', 'appli', 'pleas', 'click', 'appli', 'call', 'lenka', 'kellert', 'confidenti', 'discuss', 'wwwrobertwalterscomau', 'find', 'place', 'us']",1,0,1,0,0,0,1,1,1,1,1,2,0.0,1
1177,2.0,6,"['contribut', 'design', 'data', 'model', 'architectur', 'defin', 'data', 'repositori', 'creation', 'analysi', 'visualis', 'data', 'product']",2,"(106000.0, 111000.0)",0,[],1,1,1,1,0,0,1,0,1,0,0,2,2.0,6
1181,0.0,1,"['junior', 'data', 'scientist', 'sydney', 'cbd', 'opportun', 'grow', 'ideal', 'recent', 'graduat', 'year', 'experi', 'super']",2,"(70000.0, 80000.0)",1,"['junior', 'data', 'scientist', 'junior', 'data', 'scientist', 'sydney', 'cbd', 'opportun', 'grow', 'ideal', 'recent', 'graduat', 'year', 'experi', 'superthi', 'compani', 'one', 'fastest', 'grow', 'startup', 'even', 'sure', 'call', 'start', 'peopl', 'world', 'wide', 'theyr', 'financ', 'domain', 'headquart', 'uk', 'open', 'brand', 'new', 'offic', 'sydney', 'opportun', 'chanc', 'grow', 'youll', 'first', 'data', 'scientist', 'team', 'youll', 'work', 'directli', 'product', 'manag', 'develop', 'well', 'head', 'of', 'theyr', 'someon', 'experi', 'infin', 'mathemat', 'background', 'python', 'r', 'sql', 'predict', 'model', 'ideal', 'mathemat', 'actuari', 'degre', 'know', 'anyon', 'may', 'interest', 'send', 'cv', 'sunkangdaxtraopusrscomau', 'sun', 'kang', 'sunkangdaxtraopusrscomau']",1,1,1,0,0,0,0,0,0,0,1,2,0.0,1
1185,2.0,1,"['highli', 'sort', 'financi', 'servic', 'innov', 'organis', 'look', 'except', 'senior', 'data', 'scientist', 'play', 'lead', 'role', 'innov']",2,"(150000.0, 180000.0)",0,[],1,0,1,0,0,0,0,0,1,1,1,2,2.0,1
1188,2.0,1,"['machin', 'learn', 'predict', 'model', 'speech', 'recognit', 'big', 'data', 'python', 'r', 'aw']",2,"(150000.0, 160000.0)",1,[],1,0,1,0,0,0,0,1,0,0,1,2,2.0,1
1191,0.0,6,"['opportun', 'experienc', 'bi', 'analyst', 'data', 'scientist', 'develop', 'contribut', 'propos', 'bi', 'initi', 'solut']",2,"(100000.0, 120000.0)",1,"['busi', 'intellig', 'analsyt', 'brand', 'new', 'role', 'see', 'work', 'within', 'busi', 'intellig', 'report', 'portfolio', 'lead', 'melbourn', 'institut', 'collabor', 'across', 'entir', 'organis', 'respons', 'deliv', 'rang', 'analyt', 'plan', 'benchmark', 'dashboard', 'statist', 'model', 'decis', 'support', 'serviceskey', 'respons', 'extract', 'transform', 'data', 'use', 'data', 'analysi', 'visualis', 'statist', 'model', 'deliv', 'sound', 'quantit', 'solut', 'enterpris', 'analysi', 'data', 'mine', 'tool', 'document', 'data', 'analysi', 'process', 'techniqu', 'solut', 'creat', 'procedur', 'bau', 'design', 'build', 'analyt', 'predict', 'model', 'provid', 'support', 'improv', 'opportun', 'data', 'analysi', 'solut', 'combin', 'databas', 'survey', 'rank', 'extern', 'data', 'enrich', 'analysi', 'monitor', 'institut', 'market', 'add', 'context', 'find', 'recommend', 'recommend', 'new', 'intern', 'extern', 'sourc', 'data', 'inform', 'method', 'improv', 'analys', 'demonstr', 'like', 'benefit', 'challeng', 'gather', 'assess', 'key', 'requir', 'divis', 'analyt', 'model', 'solut', 'improv', 'busi', 'process', 'support', 'decis', 'maker', 'develop', 'shape', 'propos', 'design', 'develop', 'advanc', 'busi', 'intellig', 'solut', 'key', 'skill', 'experi', 'requir', 'previou', 'experi', 'similar', 'posit', 'larg', 'complex', 'environ', 'proven', 'experi', 'data', 'analysi', 'mine', 'model', 'within', 'busi', 'intellig', 'big', 'data', 'data', 'scienc', 'capabl', 'commun', 'feasibl', 'solut', 'idea', 'busi', 'explain', 'valu', 'previou', 'experi', 'consult', 'data', 'driven', 'solut', 'deliveri', 'analyt', 'approach', 'strong', 'sql', 'r', 'skill', 'abil', 'work', 'within', 'team', 'autonom', 'govern', 'negoti', 'influenc', 'skill', 'strong', 'interperson', 'skill', 'relev', 'tertiari', 'qualif', 'applyappli', 'contact', 'ali', 'talent', 'confidenti', 'discuss']",0,1,1,0,0,0,0,0,0,0,1,2,0.0,6
1193,0.0,1,"['passion', 'data', 'scientist', 'join', 'well', 'known', 'australian', 'big', 'data', 'compani', 'base', 'sydney', 'cbd', 'immedi', 'need', 'go', 'train', 'develop']",2,"(100000.0, 130000.0)",0,[],1,0,1,0,0,0,0,1,0,1,1,2,0.0,1
